# Openable objects decoded from the OSRS cache. Generated by dumpAccessPoints.
# covered=yes means our transport data already has a row within 1 tile.
x	y	plane	objectId	name	action	locType	orientation	covered	inShippedMap
1643	4839	0	30113	Door	Open	0	1	no	yes
1644	3285	0	52600	Door	Open	0	0	no	no
1645	3569	0	7452	Door	Open	0	1	no	yes
1645	3573	1	7452	Door	Open	0	3	no	yes
1645	3576	0	7452	Door	Open	0	3	no	yes
1646	3621	1	7452	Door	Open	0	1	no	yes
1646	3632	1	7452	Door	Open	0	3	no	yes
1647	3096	0	56507	Door	Open	0	3	no	no
1648	3096	0	56509	Door	Open	0	3	no	no
1649	3093	0	56513	Door	Open	0	0	no	no
1649	3572	0	7452	Door	Open	0	0	no	yes
1649	3572	1	7452	Door	Open	0	0	no	yes
1649	3629	0	7452	Door	Open	0	0	no	yes
1650	3736	0	28458	Door	Open	0	1	no	yes
1651	3575	0	7452	Door	Open	0	3	no	yes
1651	3577	1	7452	Door	Open	0	3	no	yes
1651	3736	0	28462	Door	Open	0	1	no	yes
1652	3659	1	11773	Door	Open	0	2	no	yes
1652	3687	1	11773	Door	Open	0	2	no	yes
1653	3748	0	28463	Door	Open	0	2	no	yes
1653	3749	0	28459	Door	Open	0	2	no	yes
1655	3662	1	11773	Door	Open	0	3	no	yes
1655	3684	1	11773	Door	Open	0	1	no	yes
1657	3150	0	52600	Door	Open	0	0	no	no
1659	3142	0	52600	Door	Open	0	1	no	no
1661	3119	0	52594	Door	Open	0	3	no	no
1662	3101	0	52600	Door	Open	0	2	no	no
1664	6098	0	37940	Door	Open	0	2	no	yes
1667	3067	0	52594	Door	Open	0	3	no	no
1668	3767	0	28459	Door	Open	0	0	no	yes
1668	3768	0	28463	Door	Open	0	0	no	yes
1669	3730	0	28459	Door	Open	0	1	no	yes
1670	3062	0	52594	Door	Open	0	1	no	no
1670	3084	0	52594	Door	Open	0	1	no	no
1670	3120	0	52600	Door	Open	0	3	no	no
1670	3730	0	28463	Door	Open	0	1	no	yes
1671	3603	0	7452	Door	Open	0	3	no	yes
1671	6092	0	30167	Door	Open	0	0	no	yes
1676	3066	0	52594	Door	Open	0	1	no	no
1676	3082	0	52600	Door	Open	0	2	no	no
1678	3784	0	28459	Door	Open	0	0	no	yes
1678	3785	0	28461	Door	Open	0	0	no	yes
1678	3802	0	28456	Door	Open	0	0	no	yes
1678	3803	0	28462	Door	Open	0	0	no	yes
1678	6134	0	37941	Door	Open	0	3	no	yes
1679	3614	0	7452	Door	Open	0	1	no	yes
1680	3170	2	56632	Door	Open	0	1	no	no
1681	3170	2	56634	Door	Open	0	1	no	no
1690	3066	0	52594	Door	Open	0	3	no	no
1690	3067	1	52594	Door	Open	0	0	no	no
1690	6115	0	30164	Door	Open	0	0	no	yes
1691	3070	1	52600	Door	Open	0	1	no	no
1693	3118	0	52600	Door	Open	0	3	no	no
1693	3134	0	52600	Door	Open	0	1	no	no
1693	3723	0	28458	Door	Open	0	1	no	yes
1694	3723	0	28462	Door	Open	0	1	no	yes
1695	3068	0	52594	Door	Open	0	3	no	no
1697	3063	1	52594	Door	Open	0	3	no	no
1698	3064	0	52594	Door	Open	0	2	no	no
1700	3068	0	52594	Door	Open	0	3	no	no
1701	3069	1	52594	Door	Open	0	0	no	no
1701	3536	0	4247	Door	Open	0	0	no	yes
1701	3764	0	28462	Door	Open	0	3	no	yes
1702	3110	0	52600	Door	Open	0	3	no	no
1702	3764	0	28458	Door	Open	0	3	no	yes
1703	3064	0	52594	Door	Open	0	3	no	no
1706	3066	0	52594	Door	Open	0	3	no	no
1706	9706	0	56528	Door	Open	0	2	no	no
1709	3066	0	52594	Door	Open	0	3	no	no
1710	6132	0	1535	Door	Open	0	0	no	yes
1711	9702	0	56539	Door	Open	0	3	no	no
1711	9711	0	56539	Door	Open	0	1	no	no
1712	3113	2	52600	Door	Open	0	2	no	no
1712	3118	2	52600	Door	Open	0	2	no	no
1713	3114	1	52594	Door	Open	0	0	no	no
1713	3117	1	52594	Door	Open	0	0	no	no
1715	3113	2	52600	Door	Open	0	0	no	no
1715	3118	2	52600	Door	Open	0	0	no	no
1716	6134	0	1535	Door	Open	0	3	no	yes
1717	3742	0	28456	Door	Open	0	0	no	yes
1717	3743	0	28460	Door	Open	0	0	no	yes
1717	3757	0	28458	Door	Open	0	0	no	yes
1717	3758	0	28462	Door	Open	0	0	no	yes
1718	3115	0	52604	Door	Open	0	2	no	no
1718	3116	0	52607	Door	Open	0	2	no	no
1718	3727	0	28459	Door	Open	0	0	no	yes
1718	3728	0	28463	Door	Open	0	0	no	yes
1721	3125	0	52600	Door	Open	0	3	no	no
1721	6114	0	37963	Door	Open	0	0	no	yes
1721	6115	0	37964	Door	Open	0	0	no	yes
1722	6132	0	37961	Door	Open	0	0	no	yes
1723	3074	1	52594	Door	Open	0	0	no	no
1723	3078	0	52600	Door	Open	0	1	no	no
1731	6089	0	1535	Door	Open	0	1	no	yes
1734	3066	0	52594	Door	Open	0	2	no	no
1736	3171	0	52594	Door	Open	0	1	no	no
1737	3089	0	52600	Door	Open	0	3	no	no
1738	3060	0	52600	Door	Open	0	2	no	no
1739	3169	0	52604	Door	Open	0	3	no	no
1739	3172	1	52594	Door	Open	0	0	no	no
1740	3169	0	52607	Door	Open	0	3	no	no
1741	3171	0	52594	Door	Open	0	0	no	no
1741	3613	1	7452	Door	Open	0	1	no	yes
1742	3165	0	52600	Door	Open	0	0	no	no
1742	3176	0	52594	Door	Open	0	1	no	no
1743	3622	1	7452	Door	Open	0	2	no	yes
1745	3078	0	52594	Door	Open	0	1	no	no
1746	3071	0	52594	Door	Open	0	0	no	no
1746	3534	0	7452	Door	Open	0	2	no	yes
1746	3617	1	7452	Door	Open	0	1	no	yes
1748	3537	0	7452	Door	Open	0	3	no	yes
1749	3587	0	7452	Door	Open	0	2	no	yes
1752	3587	1	7452	Door	Open	0	0	no	yes
1752	5463	1	11773	Door	Open	0	1	no	no
1754	3073	0	52594	Door	Open	0	3	no	no
1754	3097	1	52594	Door	Open	0	0	no	no
1754	3097	0	52600	Door	Open	0	0	no	no
1754	3587	0	7452	Door	Open	0	0	no	yes
1755	3103	0	52600	Door	Open	0	1	no	no
1757	3097	0	52600	Door	Open	0	2	no	no
1761	3630	0	7452	Door	Open	0	1	no	yes
1761	3636	0	7452	Door	Open	0	3	no	yes
1762	3613	0	7452	Door	Open	0	3	no	yes
1765	3618	0	7452	Door	Open	0	1	no	yes
1765	3624	0	7452	Door	Open	0	3	no	yes
1766	3103	0	52600	Door	Open	0	1	no	no
1767	5463	1	11773	Door	Open	0	1	no	no
1768	3622	1	7452	Door	Open	0	0	no	yes
1769	3068	0	52594	Door	Open	0	0	no	no
1770	3586	0	7452	Door	Open	0	2	no	yes
1770	3590	0	7452	Door	Open	0	3	no	yes
1771	3068	1	52594	Door	Open	0	3	no	no
1771	3076	0	52594	Door	Open	0	0	no	no
1771	3587	1	7452	Door	Open	0	2	no	yes
1772	3069	0	52594	Door	Open	0	2	no	no
1772	5480	1	11773	Door	Open	0	3	no	no
1774	3073	0	52594	Door	Open	0	2	no	no
1774	3591	0	7452	Door	Open	0	1	no	yes
1774	3591	1	7452	Door	Open	0	3	no	yes
1774	3655	0	7452	Door	Open	0	2	no	yes
1775	3618	0	7452	Door	Open	0	2	no	yes
1777	3590	0	7452	Door	Open	0	0	no	yes
1777	3652	0	7452	Door	Open	0	1	no	yes
1778	3568	1	7452	Door	Open	0	1	no	yes
1778	3575	1	7452	Door	Open	0	3	no	yes
1778	3624	0	7452	Door	Open	0	1	no	yes
1779	3568	2	7452	Door	Open	0	1	no	yes
1779	3575	2	7452	Door	Open	0	3	no	yes
1780	3617	0	7452	Door	Open	0	1	no	yes
1783	3568	1	7452	Door	Open	0	0	no	yes
1783	3575	1	7452	Door	Open	0	0	no	yes
1785	3520	0	7452	Door	Open	0	1	no	yes
1785	3595	0	7452	Door	Open	0	3	no	yes
1787	3589	0	7452	Door	Open	0	1	no	yes
1787	3599	0	7452	Door	Open	0	2	no	yes
1788	3527	0	7452	Door	Open	0	3	no	yes
1798	3605	0	7452	Door	Open	0	1	no	yes
1798	3609	1	7452	Door	Open	0	1	no	yes
1798	3611	0	7452	Door	Open	0	3	no	yes
1800	3612	0	7452	Door	Open	0	0	no	yes
1810	9945	0	34844	Door	Open	0	3	no	yes
1817	3537	0	11763	Door	Open	0	0	no	yes
1861	5316	0	12348	Door	Open	0	3	no	yes
1861	5340	0	1543	Door	Open	0	3	no	yes
1864	5127	0	20817	Door	Open	0	2	no	yes
1864	5137	0	20817	Door	Open	0	2	no	yes
1881	5022	0	9316	Door	Open	0	2	no	yes
1881	5030	0	9317	Door	Open	0	2	no	yes
1886	5033	0	9318	Door	Open	0	3	no	yes
1891	5019	0	9319	Door	Open	0	0	no	yes
1945	5143	0	18702	Door	Open	0	2	no	yes
1945	5144	0	18703	Door	Open	0	2	no	yes
1986	4494	0	6114	Door	Open	0	2	no	yes
1986	4494	1	6114	Door	Open	0	2	no	yes
1986	4494	2	6114	Door	Open	0	2	no	yes
1986	4494	3	6114	Door	Open	0	2	no	yes
1986	4529	0	6114	Door	Open	0	2	no	yes
1986	4529	1	6114	Door	Open	0	2	no	yes
1986	4529	2	6114	Door	Open	0	2	no	yes
1986	4529	3	6114	Door	Open	0	2	no	yes
2003	4494	0	6114	Door	Open	0	0	no	yes
2003	4494	1	6114	Door	Open	0	0	no	yes
2003	4494	2	6114	Door	Open	0	0	no	yes
2003	4494	3	6114	Door	Open	0	0	no	yes
2003	4529	0	6114	Door	Open	0	0	no	yes
2003	4529	1	6114	Door	Open	0	0	no	yes
2003	4529	2	6114	Door	Open	0	0	no	yes
2003	4529	3	6114	Door	Open	0	0	no	yes
2015	4711	1	3334	Door	Open	10	1	no	yes
2015	4712	1	3333	Door	Open	10	3	no	yes
2028	4494	0	6114	Door	Open	0	2	no	yes
2028	4494	1	6114	Door	Open	0	2	no	yes
2028	4494	2	6114	Door	Open	0	2	no	yes
2028	4494	3	6114	Door	Open	0	2	no	yes
2028	4529	0	6114	Door	Open	0	2	no	yes
2028	4529	1	6114	Door	Open	0	2	no	yes
2028	4529	2	6114	Door	Open	0	2	no	yes
2028	4529	3	6114	Door	Open	0	2	no	yes
2034	4636	0	8789	Door	Open	0	0	no	yes
2035	4646	0	1535	Door	Open	0	1	no	yes
2037	4633	0	8788	Door	Open	0	1	no	yes
2038	4646	0	1535	Door	Open	0	1	no	yes
2041	4646	0	1535	Door	Open	0	1	no	yes
2042	4633	0	8787	Door	Open	0	1	no	yes
2042	4644	0	1535	Door	Open	0	2	no	yes
2045	4494	0	6114	Door	Open	0	0	no	yes
2045	4494	1	6114	Door	Open	0	0	no	yes
2045	4494	2	6114	Door	Open	0	0	no	yes
2045	4494	3	6114	Door	Open	0	0	no	yes
2045	4529	0	6114	Door	Open	0	0	no	yes
2045	4529	1	6114	Door	Open	0	0	no	yes
2045	4529	2	6114	Door	Open	0	0	no	yes
2045	4529	3	6114	Door	Open	0	0	no	yes
2071	3686	0	11775	Door	Open	0	0	no	no
2072	6158	1	11773	Door	Open	0	1	no	no
2072	6180	1	11773	Door	Open	0	3	no	no
2074	3900	0	16778	Door	Open	0	3	no	yes
2076	2711	0	58116	Door	Open	0	0	no	yes
2076	3920	0	16778	Door	Open	0	0	no	yes
2076	6155	0	11773	Door	Open	0	0	no	no
2076	6155	1	11773	Door	Open	0	0	no	no
2076	6183	0	11773	Door	Open	0	0	no	no
2076	6183	1	11773	Door	Open	0	0	no	no
2080	3913	1	16778	Door	Open	0	0	no	yes
2081	3898	0	16778	Door	Open	0	3	no	yes
2082	3897	1	16778	Door	Open	0	3	no	yes
2082	3913	0	16776	Door	Open	0	0	no	yes
2083	3920	0	16778	Door	Open	0	1	no	yes
2088	3907	1	16778	Door	Open	0	3	no	yes
2088	3910	0	16776	Door	Open	0	3	no	yes
2091	3901	0	16776	Door	Open	0	3	no	yes
2091	3916	0	16776	Door	Open	0	1	no	yes
2093	3685	0	11775	Door	Open	0	2	no	no
2096	3909	0	16778	Door	Open	0	3	no	yes
2098	3901	0	16776	Door	Open	0	3	no	yes
2100	3685	0	11775	Door	Open	0	0	no	no
2104	3911	0	16776	Door	Open	0	3	no	yes
2108	6155	1	11773	Door	Open	0	2	no	no
2108	6183	1	11773	Door	Open	0	2	no	no
2111	6158	1	11773	Door	Open	0	3	no	no
2111	6180	1	11773	Door	Open	0	1	no	no
2128	4915	0	1535	Door	Open	0	3	no	yes
2128	4922	0	1535	Door	Open	0	2	no	yes
2132	4919	0	1535	Door	Open	0	1	no	yes
2140	3893	2	16902	Door	Open	0	1	no	yes
2140	3896	2	16902	Door	Open	0	3	no	yes
2140	3910	2	16902	Door	Open	0	1	no	yes
2140	3915	2	16902	Door	Open	0	3	no	yes
2140	5018	0	1535	Door	Open	9	3	no	yes
2141	4922	0	1535	Door	Open	0	2	no	yes
2143	4647	1	3334	Door	Open	10	1	no	yes
2143	4648	1	3333	Door	Open	10	3	no	yes
2144	5022	0	1535	Door	Open	0	1	no	yes
2150	5017	0	1535	Door	Open	0	2	no	yes
2158	4566	1	3270	Door	Open	0	0	no	yes
2174	4724	1	3221	Door	Open	10	3	no	yes
2174	4726	1	3220	Door	Open	10	1	no	yes
2191	4950	0	4638	Door	Open	0	2	no	yes
2191	4950	1	11197	Door	Open	0	2	no	yes
2191	4958	0	4640	Door	Open	0	2	no	yes
2191	4958	1	4640	Door	Open	0	2	no	yes
2191	4961	0	4638	Door	Open	0	2	no	yes
2191	4969	0	4638	Door	Open	0	2	no	yes
2198	4943	1	4636	Door	Open	0	1	no	yes
2198	4943	0	4638	Door	Open	0	1	no	yes
2198	4976	0	4638	Door	Open	0	3	no	yes
2206	4976	0	4638	Door	Open	0	3	no	yes
2207	3407	0	36253	Door	Open	0	3	no	yes
2207	3413	0	36253	Door	Open	0	2	no	yes
2207	5461	1	777	Door	Open	0	1	no	yes
2208	5461	1	553	Door	Open	0	1	no	yes
2209	4976	0	4638	Door	Open	0	3	no	yes
2217	4943	1	4637	Door	Open	0	1	no	yes
2217	4943	0	4638	Door	Open	0	1	no	yes
2217	4976	0	4638	Door	Open	0	3	no	yes
2224	3790	2	16902	Door	Open	0	1	no	yes
2224	3793	2	16902	Door	Open	0	3	no	yes
2224	3807	2	16902	Door	Open	0	1	no	yes
2224	3812	2	16902	Door	Open	0	3	no	yes
2224	4950	0	4638	Door	Open	0	0	no	yes
2224	4950	1	11196	Door	Open	0	0	no	yes
2224	4958	0	4640	Door	Open	0	0	no	yes
2224	4958	1	4640	Door	Open	0	0	no	yes
2224	4961	0	4638	Door	Open	0	0	no	yes
2224	4969	0	4638	Door	Open	0	0	no	yes
2304	7391	0	61572	Door	Enter	0	2	no	no
2304	7391	1	61572	Door	Enter	0	2	no	no
2304	7392	0	61573	Door	Enter	0	2	no	no
2304	7392	1	61577	Door	Enter	0	2	no	no
2306	7386	1	61572	Door	Enter	0	1	no	no
2309	7397	0	61576	Door	Enter	0	3	no	no
2309	7421	0	61576	Door	Enter	0	3	no	no
2310	7397	0	61573	Door	Enter	0	3	no	no
2313	9803	0	1535	Door	Open	0	3	no	yes
2314	7360	1	61573	Door	Enter	0	1	no	no
2314	7382	1	61572	Door	Enter	0	3	no	no
2314	7382	0	61576	Door	Enter	0	3	no	no
2314	7403	0	61577	Door	Enter	0	1	no	no
2315	7360	1	61576	Door	Enter	0	1	no	no
2315	7382	0	61573	Door	Enter	0	3	no	no
2315	7382	1	61573	Door	Enter	0	3	no	no
2319	3677	0	12657	Door	Open	0	1	no	yes
2319	3690	0	12657	Door	Open	0	3	no	yes
2322	3667	0	12657	Door	Open	0	0	no	yes
2323	7395	0	61572	Door	Enter	0	2	no	no
2324	6347	1	48274	Door	Open	0	1	no	no
2325	7398	0	61572	Door	Enter	0	3	no	no
2325	9801	0	1535	Door	Open	0	3	no	yes
2326	3672	0	12657	Door	Open	0	3	no	yes
2327	7360	0	61577	Door	Enter	0	1	no	no
2327	7382	0	61572	Door	Enter	0	3	no	no
2327	7382	1	61572	Door	Enter	0	3	no	no
2328	3804	0	21505	Door	Open	0	2	no	yes
2328	3805	0	21507	Door	Open	0	2	no	yes
2328	6349	0	48274	Door	Open	0	1	no	no
2328	7360	0	61576	Door	Enter	0	1	no	no
2328	7382	0	61577	Door	Enter	0	3	no	no
2328	7382	1	61577	Door	Enter	0	3	no	no
2329	6342	1	48274	Door	Open	0	2	no	no
2330	6373	0	48274	Door	Open	0	1	no	no
2330	6379	1	48274	Door	Open	0	1	no	no
2330	7407	0	61577	Door	Enter	0	1	no	no
2331	6346	0	48274	Door	Open	0	2	no	no
2331	6382	1	48274	Door	Open	0	0	no	no
2331	6385	1	48274	Door	Open	0	0	no	no
2331	7407	0	61572	Door	Enter	0	1	no	no
2333	7388	0	61572	Door	Enter	0	0	no	no
2337	3675	0	12657	Door	Open	0	2	no	yes
2339	3801	0	21340	Door	Open	0	3	no	yes
2341	7373	0	61572	Door	Enter	0	3	no	no
2342	6388	0	48274	Door	Open	0	2	no	no
2342	7373	0	61573	Door	Enter	0	3	no	no
2343	6383	1	48274	Door	Open	0	3	no	no
2343	6388	1	48274	Door	Open	0	1	no	no
2343	7407	0	61573	Door	Enter	0	1	no	no
2344	7395	0	61573	Door	Enter	0	2	no	no
2344	7407	0	61572	Door	Enter	0	1	no	no
2345	3807	0	21341	Door	Open	0	2	no	yes
2346	6357	1	48274	Door	Open	0	3	no	no
2346	6362	1	48274	Door	Open	0	1	no	no
2346	6383	1	48274	Door	Open	0	3	no	no
2346	6388	1	48274	Door	Open	0	1	no	no
2347	3801	0	21341	Door	Open	0	3	no	yes
2348	6341	0	48274	Door	Open	0	0	no	no
2348	7383	0	61573	Door	Enter	0	0	no	no
2349	6343	0	48274	Door	Open	0	3	no	no
2349	6382	0	48274	Door	Open	0	3	no	no
2349	6389	0	48274	Door	Open	0	1	no	no
2349	7399	0	61572	Door	Enter	0	3	no	no
2350	6341	0	48274	Door	Open	0	2	no	no
2350	6358	1	48274	Door	Open	0	3	no	no
2351	3679	0	12657	Door	Open	0	2	no	yes
2352	3801	0	21341	Door	Open	0	2	no	yes
2357	6357	1	48274	Door	Open	0	3	no	no
2357	6362	1	48274	Door	Open	0	1	no	no
2357	7380	0	61577	Door	Enter	0	1	no	no
2358	6357	0	48274	Door	Open	0	3	no	no
2358	6362	0	48274	Door	Open	0	1	no	no
2358	7365	1	61573	Door	Enter	0	0	no	no
2358	7365	0	61577	Door	Enter	0	0	no	no
2358	7366	0	61572	Door	Enter	0	0	no	no
2358	7366	1	61572	Door	Enter	0	0	no	no
2358	7380	0	61576	Door	Enter	0	1	no	no
2361	7393	0	61577	Door	Enter	0	1	no	no
2363	7362	0	61573	Door	Enter	0	1	no	no
2368	9717	0	3220	Door	Open	10	3	no	yes
2368	9719	0	3221	Door	Open	10	1	no	yes
2369	7384	0	61572	Door	Enter	0	2	no	no
2369	7385	0	61577	Door	Enter	0	2	no	no
2371	7396	0	61577	Door	Enter	0	3	no	no
2372	7409	0	61572	Door	Enter	0	1	no	no
2374	6427	1	48274	Door	Open	0	3	no	no
2378	6427	1	48274	Door	Open	0	3	no	no
2381	6435	0	48274	Door	Open	0	3	no	no
2382	6428	1	48274	Door	Open	0	0	no	no
2388	7365	0	61573	Door	Enter	0	0	no	no
2388	7366	0	61572	Door	Enter	0	0	no	no
2399	5542	0	23378	Door	Open	0	0	no	yes
2412	6409	0	48274	Door	Open	0	0	no	no
2416	6439	1	48274	Door	Open	0	3	no	no
2422	6442	0	48274	Door	Open	0	3	no	no
2423	6442	1	48274	Door	Open	0	2	no	no
2432	6429	0	48274	Door	Open	0	2	no	no
2433	3347	0	10264	Door	Open	0	2	no	yes
2433	3348	0	10262	Door	Open	0	2	no	yes
2434	7365	0	61573	Door	Enter	0	3	no	no
2435	6431	0	48274	Door	Open	0	1	no	no
2436	3345	0	10260	Door	Open	0	1	no	yes
2436	6433	1	48274	Door	Open	0	3	no	no
2438	7419	0	61572	Door	Enter	0	0	no	no
2439	7384	0	61573	Door	Enter	0	1	no	no
2440	5421	0	23338	Door	Open	0	0	no	yes
2441	6091	0	1535	Door	Open	0	3	no	yes
2441	7413	0	61573	Door	Enter	0	2	no	no
2441	7417	0	61573	Door	Enter	0	2	no	no
2442	3183	0	25418	Door	Open	0	1	no	yes
2442	5425	0	23338	Door	Open	0	0	no	yes
2442	7361	0	61572	Door	Enter	0	1	no	no
2444	7386	0	61572	Door	Enter	0	0	no	no
2446	4956	0	7323	Door	Open	0	2	no	yes
2446	5426	0	23338	Door	Open	0	2	no	yes
2446	7364	0	61577	Door	Enter	0	0	no	no
2447	4979	0	7302	Door	Open	0	0	no	yes
2451	4644	0	16774	Door	Open	0	1	no	yes
2452	4943	0	7354	Door	Open	0	1	no	yes
2452	7373	0	61577	Door	Enter	0	3	no	no
2452	7403	0	61573	Door	Enter	0	1	no	no
2453	6089	0	1535	Door	Open	0	3	no	yes
2455	7381	0	61572	Door	Enter	0	3	no	no
2456	7417	0	61573	Door	Enter	0	1	no	no
2457	7362	0	61572	Door	Enter	0	2	no	no
2457	7417	0	61576	Door	Enter	0	1	no	no
2460	7390	0	61572	Door	Enter	0	0	no	no
2463	4963	0	7317	Door	Open	0	2	no	yes
2466	7422	0	61576	Door	Enter	0	3	no	no
2467	3301	0	1535	Door	Open	0	0	no	yes
2467	7395	0	61577	Door	Enter	0	2	no	no
2468	7407	0	61576	Door	Enter	0	1	no	no
2469	7417	0	61573	Door	Enter	0	1	no	no
2470	3285	0	1535	Door	Open	0	0	no	yes
2470	3322	0	1535	Door	Open	0	1	no	yes
2470	7417	0	61572	Door	Enter	0	1	no	no
2471	3307	0	1535	Door	Open	0	2	no	yes
2472	4972	0	7274	Door	Open	0	0	no	yes
2474	7372	0	61573	Door	Enter	0	3	no	no
2474	7398	0	61572	Door	Enter	0	3	no	no
2475	7379	0	61577	Door	Enter	0	1	no	no
2475	7398	0	61573	Door	Enter	0	3	no	no
2476	3317	0	1535	Door	Open	0	1	no	yes
2477	7366	0	61572	Door	Enter	0	0	no	no
2477	7409	0	61572	Door	Enter	0	0	no	no
2478	4940	0	7326	Door	Open	0	2	no	yes
2480	4956	0	7320	Door	Open	0	2	no	yes
2481	7403	0	61573	Door	Enter	0	2	no	no
2482	3287	0	1535	Door	Open	0	3	no	yes
2483	3295	0	1535	Door	Open	0	0	no	yes
2483	3307	0	1535	Door	Open	0	0	no	yes
2483	7368	0	61573	Door	Enter	0	2	no	no
2485	7405	0	61576	Door	Enter	0	3	no	no
2487	3295	0	1535	Door	Open	0	2	no	yes
2487	3301	0	1535	Door	Open	0	2	no	yes
2487	7422	0	61573	Door	Enter	0	3	no	no
2488	3322	0	1535	Door	Open	0	1	no	yes
2488	7401	0	61572	Door	Enter	0	1	no	no
2491	10130	0	8960	Door	Open	10	1	no	yes
2491	10146	0	8959	Door	Open	10	1	no	yes
2491	10162	0	8958	Door	Open	10	1	no	yes
2500	3328	0	1535	Door	Open	0	1	no	yes
2502	3250	0	2184	Door	Open	0	1	no	yes
2502	3309	0	1535	Door	Open	0	2	no	yes
2502	3319	0	1535	Door	Open	0	2	no	yes
2506	3328	0	1535	Door	Open	0	1	no	yes
2506	7387	0	61628	Door	Enter	0	3	no	no
2507	7387	0	61629	Door	Enter	0	3	no	no
2507	7409	0	61576	Door	Enter	0	0	no	no
2508	3323	0	1535	Door	Open	0	1	no	yes
2510	3380	0	1535	Door	Open	0	1	no	yes
2511	3309	0	1535	Door	Open	0	0	no	yes
2511	10258	0	15204	Door	Open	0	0	no	yes
2512	3328	0	1535	Door	Open	0	1	no	yes
2512	3850	0	4696	Door	Open	0	3	no	yes
2512	10251	0	15204	Door	Open	0	0	no	yes
2513	3868	0	4696	Door	Open	0	1	no	yes
2515	9575	0	1991	Door	Open	0	1	no	yes
2516	10251	0	15204	Door	Open	0	2	no	yes
2517	3858	0	4696	Door	Open	0	3	no	yes
2518	10260	0	15204	Door	Open	0	1	no	yes
2519	3275	0	1535	Door	Open	0	0	no	yes
2519	7363	0	61625	Door	Enter	0	1	no	no
2520	3332	0	1535	Door	Open	0	0	no	yes
2520	3432	0	1543	Door	Open	0	2	no	yes
2521	3314	0	1535	Door	Open	0	2	no	yes
2521	3381	0	1535	Door	Open	0	1	no	yes
2522	7401	0	61573	Door	Enter	0	1	no	no
2523	7389	0	61572	Door	Enter	0	3	no	no
2523	7401	0	61572	Door	Enter	0	1	no	no
2524	3254	0	1535	Door	Open	0	1	no	yes
2524	3435	0	1535	Door	Open	0	3	no	yes
2524	3495	0	1540	Door	Open	0	2	no	yes
2524	7389	0	61573	Door	Enter	0	3	no	no
2525	3311	0	2546	Door	Open	0	1	no	yes
2525	10256	0	15204	Door	Open	0	2	no	yes
2525	10261	0	15204	Door	Open	0	1	no	yes
2526	3311	0	2548	Door	Open	0	1	no	yes
2527	10248	0	15204	Door	Open	0	2	no	yes
2531	3276	0	1535	Door	Open	0	1	no	yes
2534	3898	0	4247	Door	Open	0	3	no	yes
2534	7377	0	61573	Door	Enter	0	1	no	no
2535	7377	0	61572	Door	Enter	0	1	no	no
2537	3894	0	4247	Door	Open	0	0	no	yes
2539	3899	0	4247	Door	Open	0	2	no	yes
2539	9097	1	28783	Door	Open	0	0	no	yes
2540	9900	0	2002	Door	Open	0	1	no	yes
2541	3280	0	1535	Door	Open	0	3	no	yes
2542	3895	0	4247	Door	Open	0	1	no	yes
2542	9126	1	28783	Door	Open	0	3	no	yes
2542	9892	0	2002	Door	Open	0	1	no	yes
2546	3325	0	1535	Door	Open	0	2	no	yes
2547	3325	1	2034	Door	Open	0	0	no	yes
2547	3895	0	4247	Door	Open	0	2	no	yes
2551	3082	0	1540	Door	Open	0	1	no	yes
2551	3098	0	1535	Door	Open	0	3	no	yes
2551	3308	0	1535	Door	Open	0	2	no	yes
2551	3320	0	2036	Door	Open	0	1	no	yes
2551	3328	0	2036	Door	Open	0	3	no	yes
2551	3569	0	1551	Door	Open	0	0	no	yes
2551	3570	0	1549	Door	Open	0	0	no	yes
2551	3893	0	4247	Door	Open	0	1	no	yes
2551	7387	0	61577	Door	Enter	0	3	no	no
2552	3314	0	1535	Door	Open	0	2	no	yes
2553	7364	0	61573	Door	Enter	0	2	no	no
2563	3082	0	1540	Door	Open	0	2	no	yes
2564	3310	0	1535	Door	Open	0	0	no	yes
2565	2280	0	58116	Door	Open	0	2	no	no
2565	3188	0	1535	Door	Open	0	2	no	yes
2565	3272	0	1540	Door	Open	0	3	no	yes
2565	3356	0	11723	Door	Open	0	0	no	yes
2565	9612	0	1535	Door	Open	0	1	no	yes
2566	2253	0	58116	Door	Open	0	2	no	no
2566	2257	0	58116	Door	Open	0	1	no	no
2566	3268	1	46863	Door	Open	0	2	no	yes
2566	3317	0	1540	Door	Open	0	1	no	yes
2567	2246	0	58116	Door	Open	0	2	no	no
2567	3162	0	1535	Door	Open	0	2	no	yes
2567	3245	0	1535	Door	Open	0	1	no	yes
2567	5192	0	15759	Door	Open	0	0	no	yes
2567	5198	0	15759	Door	Open	0	0	no	yes
2568	3321	1	1540	Door	Open	0	1	no	yes
2569	3150	0	1535	Door	Open	0	1	no	yes
2569	3239	0	1535	Door	Open	0	3	no	yes
2569	3273	0	1540	Door	Open	0	1	no	yes
2569	3323	1	1540	Door	Open	0	0	no	yes
2570	3333	0	1535	Door	Open	0	2	no	yes
2571	3322	0	1540	Door	Open	0	2	no	yes
2571	3323	1	1540	Door	Open	0	2	no	yes
2572	3268	1	1540	Door	Open	0	0	no	yes
2572	3288	0	1543	Door	Open	0	3	no	yes
2572	3288	1	11724	Door	Open	0	3	no	yes
2572	3305	0	1543	Door	Open	0	1	no	yes
