# Generated from Skretzo/shortest-path transport TSV files.
# Columns: category	source	destination	label	duration	skills	quests	items	varbits	varplayers	wildernessLevel	confidence	provenance
# duration is in game ticks (floored at 1). Blank requirement fields mean no requirement recorded upstream.
# confidence tiers: INHERITED from upstream, INFERRED from cache-derived generation, CONFIRMED from live/manual proof, CONTRADICTED for known disagreements.
BASELINE	1573,5074,0	1575,5074,0	Pass Barrier 32153	1						-1	INHERITED	skretzo:transports.tsv
BASELINE	1573,5075,0	1575,5075,0	Pass Barrier 32153	1						-1	INHERITED	skretzo:transports.tsv
BASELINE	1573,5076,0	1575,5076,0	Pass Barrier 32153	1						-1	INHERITED	skretzo:transports.tsv
BASELINE	1573,5077,0	1575,5077,0	Pass Barrier 32153	1						-1	INHERITED	skretzo:transports.tsv
BASELINE	1575,5072,0	1573,5072,0	Pass Barrier 32153	1						-1	INHERITED	skretzo:transports.tsv
BASELINE	1575,5073,0	1573,5073,0	Pass Barrier 32153	1						-1	INHERITED	skretzo:transports.tsv
BASELINE	1575,5074,0	1573,5074,0	Pass Barrier 32153	1						-1	INHERITED	skretzo:transports.tsv
BASELINE	1575,5075,0	1573,5075,0	Pass Barrier 32153	1						-1	INHERITED	skretzo:transports.tsv
BASELINE	1575,5076,0	1573,5076,0	Pass Barrier 32153	1						-1	INHERITED	skretzo:transports.tsv
BASELINE	1575,5077,0	1573,5077,0	Pass Barrier 32153	1						-1	INHERITED	skretzo:transports.tsv
BASELINE	1579,3586,1	1579,3590,0	Climb Stairs 27202	1						-1	INHERITED	skretzo:transports.tsv
BASELINE	1579,3590,0	1579,3586,1	Climb Stairs 27201	1						-1	INHERITED	skretzo:transports.tsv
BASELINE	1580,3586,1	1580,3590,0	Climb Stairs 27202	1						-1	INHERITED	skretzo:transports.tsv
BASELINE	1580,3590,0	1580,3586,1	Climb Stairs 27201	1						-1	INHERITED	skretzo:transports.tsv
BASELINE	1584,5087,0	1584,5089,0	Pass Barrier 32153	1						-1	INHERITED	skretzo:transports.tsv
BASELINE	1584,5089,0	1584,5087,0	Pass Barrier 32153	1						-1	INHERITED	skretzo:transports.tsv
BASELINE	1585,5087,0	1585,5089,0	Pass Barrier 32153	1						-1	INHERITED	skretzo:transports.tsv
BASELINE	1585,5089,0	1585,5087,0	Pass Barrier 32153	1						-1	INHERITED	skretzo:transports.tsv
BASELINE	1586,5087,0	1586,5089,0	Pass Barrier 32153	1						-1	INHERITED	skretzo:transports.tsv
BASELINE	1586,5089,0	1586,5087,0	Pass Barrier 32153	1						-1	INHERITED	skretzo:transports.tsv
BASELINE	1587,5087,0	1587,5089,0	Pass Barrier 32153	1						-1	INHERITED	skretzo:transports.tsv
BASELINE	1587,5089,0	1587,5087,0	Pass Barrier 32153	1						-1	INHERITED	skretzo:transports.tsv
BASELINE	1588,5087,0	1588,5089,0	Pass Barrier 32153	1						-1	INHERITED	skretzo:transports.tsv
BASELINE	1588,5089,0	1588,5087,0	Pass Barrier 32153	1						-1	INHERITED	skretzo:transports.tsv
BASELINE	1589,5087,0	1589,5089,0	Pass Barrier 32153	1						-1	INHERITED	skretzo:transports.tsv
BASELINE	1589,5089,0	1589,5087,0	Pass Barrier 32153	1						-1	INHERITED	skretzo:transports.tsv
BASELINE	1590,3620,0	1218,3737,0	2: Farming Guild 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1590,3620,0	1255,3548,0	8: Mount Quidamortem 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1590,3620,0	1415,3577,0	C: Shayzien West 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1590,3620,0	1518,3733,0	7: Lovakengj 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1590,3620,0	1572,3466,0	6: Kourend Woodland 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1590,3620,0	1648,3931,0	9: Northern Tundras 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1590,3620,0	1655,3543,0	4: Hosidius West 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1590,3620,0	1670,3833,0	1: Arceuus 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1590,3620,0	1699,3660,0	5: Kingstown 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1590,3620,0	1761,3710,0	A: Port Piscarilius 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1590,3620,0	1808,3479,0	3: Hosidius South 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1590,3622,0	1218,3737,0	2: Farming Guild 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1590,3622,0	1255,3548,0	8: Mount Quidamortem 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1590,3622,0	1415,3577,0	C: Shayzien West 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1590,3622,0	1518,3733,0	7: Lovakengj 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1590,3622,0	1572,3466,0	6: Kourend Woodland 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1590,3622,0	1590,3620,0	B: Shayzien East 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1590,3622,0	1648,3931,0	9: Northern Tundras 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1590,3622,0	1655,3543,0	4: Hosidius West 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1590,3622,0	1670,3833,0	1: Arceuus 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1590,3622,0	1699,3660,0	5: Kingstown 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1590,3622,0	1761,3710,0	A: Port Piscarilius 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1590,3622,0	1808,3479,0	3: Hosidius South 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1616,10102,0	1562,3791,0	Climb-up Vine 28895	2						-1	INHERITED	skretzo:transports.tsv
BASELINE	1617,10101,0	1562,3791,0	Climb-up Vine 28895	2						-1	INHERITED	skretzo:transports.tsv
BASELINE	1617,10103,0	1562,3791,0	Climb-up Vine 28895	2						-1	INHERITED	skretzo:transports.tsv
BASELINE	1618,10102,0	1562,3791,0	Climb-up Vine 28895	2						-1	INHERITED	skretzo:transports.tsv
BASELINE	1627,3963,0	1630,3958,0	Enter Door of Dinh 29322	1						-1	INHERITED	skretzo:transports.tsv
BASELINE	1627,3963,0	1630,3979,0	Enter Door of Dinh 29322	1	Firemaking=50					-1	INHERITED	skretzo:transports.tsv
BASELINE	1627,4023,0	1629,4023,0	Jump Gap 29326	2	Agility=60					-1	INHERITED	skretzo:transports.tsv
BASELINE	1628,3963,0	1630,3958,0	Enter Door of Dinh 29322	1						-1	INHERITED	skretzo:transports.tsv
BASELINE	1628,3963,0	1630,3979,0	Enter Door of Dinh 29322	1	Firemaking=50					-1	INHERITED	skretzo:transports.tsv
BASELINE	1629,3963,0	1630,3958,0	Enter Door of Dinh 29322	1						-1	INHERITED	skretzo:transports.tsv
BASELINE	1629,3963,0	1630,3979,0	Enter Door of Dinh 29322	1	Firemaking=50					-1	INHERITED	skretzo:transports.tsv
BASELINE	1629,4023,0	1627,4023,0	Jump Gap 29326	2	Agility=60					-1	INHERITED	skretzo:transports.tsv
BASELINE	1629,4023,0	1631,4023,0	Jump Gap 29326	2	Agility=60					-1	INHERITED	skretzo:transports.tsv
BASELINE	1630,3963,0	1630,3958,0	Enter Door of Dinh 29322	1						-1	INHERITED	skretzo:transports.tsv
BASELINE	1630,3963,0	1630,3979,0	Enter Door of Dinh 29322	1	Firemaking=50					-1	INHERITED	skretzo:transports.tsv
BASELINE	1630,4957,0	1761,4964,0	Walk-up Stairs 24427	1						-1	INHERITED	skretzo:transports.tsv
BASELINE	1631,3570,0	1634,3570,0	Climb-over Stile 7527	3						-1	INHERITED	skretzo:transports.tsv
BASELINE	1631,3963,0	1630,3958,0	Enter Door of Dinh 29322	1						-1	INHERITED	skretzo:transports.tsv
BASELINE	1631,3963,0	1630,3979,0	Enter Door of Dinh 29322	1	Firemaking=50					-1	INHERITED	skretzo:transports.tsv
BASELINE	1631,4023,0	1629,4023,0	Jump Gap 29326	2	Agility=60					-1	INHERITED	skretzo:transports.tsv
BASELINE	1631,4023,0	1633,4023,0	Jump Gap 29326	2	Agility=60					-1	INHERITED	skretzo:transports.tsv
BASELINE	1631,4957,0	1761,4964,0	Walk-up Stairs 24427	1						-1	INHERITED	skretzo:transports.tsv
BASELINE	1632,3963,0	1630,3958,0	Enter Door of Dinh 29322	1						-1	INHERITED	skretzo:transports.tsv
BASELINE	1632,3963,0	1630,3979,0	Enter Door of Dinh 29322	1	Firemaking=50					-1	INHERITED	skretzo:transports.tsv
BASELINE	1632,4957,0	1761,4964,0	Walk-up Stairs 24427	1						-1	INHERITED	skretzo:transports.tsv
BASELINE	1633,3963,0	1630,3958,0	Enter Door of Dinh 29322	1						-1	INHERITED	skretzo:transports.tsv
BASELINE	1633,3963,0	1630,3979,0	Enter Door of Dinh 29322	1	Firemaking=50					-1	INHERITED	skretzo:transports.tsv
BASELINE	1633,4023,0	1631,4023,0	Jump Gap 29326	2	Agility=60					-1	INHERITED	skretzo:transports.tsv
BASELINE	1634,3570,0	1631,3570,0	Climb-over Stile 7527	3						-1	INHERITED	skretzo:transports.tsv
BASELINE	1638,10047,0	1461,9879,0	Climb-up Vine 42350	2						-1	INHERITED	skretzo:transports.tsv
BASELINE	1639,10046,0	1461,9879,0	Climb-up Vine 42350	2						-1	INHERITED	skretzo:transports.tsv
BASELINE	1639,10048,0	1461,9879,0	Climb-up Vine 42350	2						-1	INHERITED	skretzo:transports.tsv
BASELINE	1639,3673,0	1666,10050,0	Investigate Statue 27785	2						-1	INHERITED	skretzo:transports.tsv
BASELINE	1640,10047,0	1461,9879,0	Climb-up Vine 42350	2						-1	INHERITED	skretzo:transports.tsv
BASELINE	1643,3449,0	1646,9848,0	Enter Cave 31690	2				6027>6		-1	INHERITED	skretzo:transports.tsv
BASELINE	1643,3450,0	1646,9848,0	Enter Cave 31690	2				6027>6		-1	INHERITED	skretzo:transports.tsv
BASELINE	1644,3448,0	1646,9848,0	Enter Cave 31690	2				6027>6		-1	INHERITED	skretzo:transports.tsv
BASELINE	1644,3451,0	1646,9848,0	Enter Cave 31690	2				6027>6		-1	INHERITED	skretzo:transports.tsv
BASELINE	1645,3448,0	1646,9848,0	Enter Cave 31690	2				6027>6		-1	INHERITED	skretzo:transports.tsv
BASELINE	1645,3451,0	1646,9848,0	Enter Cave 31690	2				6027>6		-1	INHERITED	skretzo:transports.tsv
BASELINE	1646,3449,0	1646,9848,0	Enter Cave 31690	2				6027>6		-1	INHERITED	skretzo:transports.tsv
BASELINE	1646,3450,0	1646,9848,0	Enter Cave 31690	2				6027>6		-1	INHERITED	skretzo:transports.tsv
BASELINE	1646,9848,0	1643,3450,0	Climb Sand pile 31691	2				6027>6		-1	INHERITED	skretzo:transports.tsv
BASELINE	1647,9848,0	1643,3450,0	Climb Sand pile 31691	2				6027>6		-1	INHERITED	skretzo:transports.tsv
BASELINE	1648,3931,0	1218,3737,0	2: Farming Guild 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1648,3931,0	1255,3548,0	8: Mount Quidamortem 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1648,3931,0	1415,3577,0	C: Shayzien West 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1648,3931,0	1518,3733,0	7: Lovakengj 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1648,3931,0	1572,3466,0	6: Kourend Woodland 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1648,3931,0	1590,3620,0	B: Shayzien East 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1648,3931,0	1655,3543,0	4: Hosidius West 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1648,3931,0	1670,3833,0	1: Arceuus 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1648,3931,0	1699,3660,0	5: Kingstown 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1648,3931,0	1761,3710,0	A: Port Piscarilius 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1648,3931,0	1808,3479,0	3: Hosidius South 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1649,9986,0	1469,3653,0	Climb-up Vine 28896	2						-1	INHERITED	skretzo:transports.tsv
BASELINE	1650,9985,0	1469,3653,0	Climb-up Vine 28896	2						-1	INHERITED	skretzo:transports.tsv
BASELINE	1650,9987,0	1469,3653,0	Climb-up Vine 28896	2						-1	INHERITED	skretzo:transports.tsv
BASELINE	1651,9986,0	1469,3653,0	Climb-up Vine 28896	2						-1	INHERITED	skretzo:transports.tsv
BASELINE	1655,3541,0	1218,3737,0	2: Farming Guild 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1655,3541,0	1255,3548,0	8: Mount Quidamortem 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1655,3541,0	1415,3577,0	C: Shayzien West 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1655,3541,0	1518,3733,0	7: Lovakengj 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1655,3541,0	1572,3466,0	6: Kourend Woodland 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1655,3541,0	1590,3620,0	B: Shayzien East 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1655,3541,0	1648,3931,0	9: Northern Tundras 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1655,3541,0	1655,3543,0	4: Hosidius West 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1655,3541,0	1670,3833,0	1: Arceuus 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1655,3541,0	1699,3660,0	5: Kingstown 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1655,3541,0	1761,3710,0	A: Port Piscarilius 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1655,3541,0	1808,3479,0	3: Hosidius South 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1655,3543,0	1218,3737,0	2: Farming Guild 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1655,3543,0	1255,3548,0	8: Mount Quidamortem 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1655,3543,0	1415,3577,0	C: Shayzien West 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1655,3543,0	1518,3733,0	7: Lovakengj 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1655,3543,0	1572,3466,0	6: Kourend Woodland 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1655,3543,0	1590,3620,0	B: Shayzien East 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1655,3543,0	1648,3931,0	9: Northern Tundras 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1655,3543,0	1670,3833,0	1: Arceuus 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1655,3543,0	1699,3660,0	5: Kingstown 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1655,3543,0	1761,3710,0	A: Port Piscarilius 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1655,3543,0	1808,3479,0	3: Hosidius South 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1657,3504,0	1658,3504,0	Open Gate 28851	2						-1	INHERITED	skretzo:transports.tsv
BASELINE	1657,3505,0	1658,3505,0	Open Gate 28851	2						-1	INHERITED	skretzo:transports.tsv
BASELINE	1658,3504,0	1657,3504,0	Open Gate 28851	2	Woodcutting=60					-1	INHERITED	skretzo:transports.tsv
BASELINE	1658,3505,0	1657,3505,0	Open Gate 28851	2	Woodcutting=60					-1	INHERITED	skretzo:transports.tsv
BASELINE	1665,10051,0	1639,3673,0	Climb-up Vine ladder 28894	2						-1	INHERITED	skretzo:transports.tsv
BASELINE	1666,10050,0	1639,3673,0	Climb-up Vine ladder 28894	2						-1	INHERITED	skretzo:transports.tsv
BASELINE	1666,10052,0	1639,3673,0	Climb-up Vine ladder 28894	2						-1	INHERITED	skretzo:transports.tsv
BASELINE	1667,10051,0	1639,3673,0	Climb-up Vine ladder 28894	2						-1	INHERITED	skretzo:transports.tsv
BASELINE	1670,3566,0	1800,9968,0	Climb-down Staircase 34865	1						-1	INHERITED	skretzo:transports.tsv
BASELINE	1670,3569,0	1800,9968,0	Climb-down Staircase 34865	1						-1	INHERITED	skretzo:transports.tsv
BASELINE	1670,3832,0	1218,3737,0	2: Farming Guild 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1670,3832,0	1255,3548,0	8: Mount Quidamortem 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1670,3832,0	1415,3577,0	C: Shayzien West 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1670,3832,0	1518,3733,0	7: Lovakengj 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1670,3832,0	1572,3466,0	6: Kourend Woodland 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1670,3832,0	1590,3620,0	B: Shayzien East 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1670,3832,0	1648,3931,0	9: Northern Tundras 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1670,3832,0	1655,3543,0	4: Hosidius West 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1670,3832,0	1670,3833,0	1: Arceuus 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1670,3832,0	1699,3660,0	5: Kingstown 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1670,3832,0	1761,3710,0	A: Port Piscarilius 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1670,3832,0	1808,3479,0	3: Hosidius South 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1671,3567,0	1800,9968,0	Climb-down Staircase 34865	1						-1	INHERITED	skretzo:transports.tsv
BASELINE	1671,3568,0	1800,9968,0	Climb-down Staircase 34865	1						-1	INHERITED	skretzo:transports.tsv
BASELINE	1673,9800,0	1677,9747,0	Climb-down Tunnel entrance 31692	2						-1	INHERITED	skretzo:transports.tsv
BASELINE	1677,9747,0	1673,9800,0	Climb-down Tunnel entrance 31692	2						-1	INHERITED	skretzo:transports.tsv
BASELINE	1695,3865,0	1719,10101,0	Enter Hole 28915	2				5088=1		-1	INHERITED	skretzo:transports.tsv
BASELINE	1696,3864,0	1719,10101,0	Enter Hole 28915	2				5088=1		-1	INHERITED	skretzo:transports.tsv
BASELINE	1696,3866,0	1719,10101,0	Enter Hole 28915	2				5088=1		-1	INHERITED	skretzo:transports.tsv
BASELINE	1697,3660,0	1218,3737,0	2: Farming Guild 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1697,3660,0	1255,3548,0	8: Mount Quidamortem 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1697,3660,0	1415,3577,0	C: Shayzien West 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1697,3660,0	1518,3733,0	7: Lovakengj 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1697,3660,0	1572,3466,0	6: Kourend Woodland 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1697,3660,0	1590,3620,0	B: Shayzien East 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1697,3660,0	1648,3931,0	9: Northern Tundras 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1697,3660,0	1655,3543,0	4: Hosidius West 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1697,3660,0	1670,3833,0	1: Arceuus 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1697,3660,0	1699,3660,0	5: Kingstown 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1697,3660,0	1761,3710,0	A: Port Piscarilius 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1697,3660,0	1808,3479,0	3: Hosidius South 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1697,3865,0	1719,10101,0	Enter Hole 28915	2				5088=1		-1	INHERITED	skretzo:transports.tsv
BASELINE	1699,3660,0	1218,3737,0	2: Farming Guild 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1699,3660,0	1255,3548,0	8: Mount Quidamortem 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1699,3660,0	1415,3577,0	C: Shayzien West 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1699,3660,0	1518,3733,0	7: Lovakengj 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1699,3660,0	1572,3466,0	6: Kourend Woodland 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1699,3660,0	1590,3620,0	B: Shayzien East 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1699,3660,0	1648,3931,0	9: Northern Tundras 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1699,3660,0	1655,3543,0	4: Hosidius West 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1699,3660,0	1670,3833,0	1: Arceuus 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1699,3660,0	1761,3710,0	A: Port Piscarilius 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1699,3660,0	1808,3479,0	3: Hosidius South 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
BASELINE	1702,3575,0	1830,9973,0	Climb-down Ladder 34862	2						-1	INHERITED	skretzo:transports.tsv
BASELINE	1703,3140,0	3280,3412,0	Varrock 12889	6		Children of the Sun				-1	INHERITED	skretzo:transports.tsv
BASELINE	1718,10102,0	1696,3864,0	Climb-up Vine 28898	2						-1	INHERITED	skretzo:transports.tsv
BASELINE	1719,10101,0	1696,3864,0	Climb-up Vine 28898	2						-1	INHERITED	skretzo:transports.tsv
BASELINE	1719,10103,0	1696,3864,0	Climb-up Vine 28898	2						-1	INHERITED	skretzo:transports.tsv
BASELINE	1720,10102,0	1696,3864,0	Climb-up Vine 28898	2						-1	INHERITED	skretzo:transports.tsv
BASELINE	1725,9993,0	1803,9968,0	Climb-up Vine 28897	2						-1	INHERITED	skretzo:transports.tsv
BASELINE	1726,9992,0	1803,9968,0	Climb-up Vine 28897	2						-1	INHERITED	skretzo:transports.tsv
BASELINE	1726,9994,0	1803,9968,0	Climb-up Vine 28897	2						-1	INHERITED	skretzo:transports.tsv
BASELINE	1727,9993,0	1803,9968,0	Climb-up Vine 28897	2						-1	INHERITED	skretzo:transports.tsv
BASELINE	1742,5352,0	2531,3446,0	Ride Aged log 25216	2						-1	INHERITED	skretzo:transports.tsv
BASELINE	1743,3136,0	1455,2968,0	Aldarin 1330	6			COINS=600			-1	INHERITED	skretzo:charter_ships.tsv
BASELINE	1743,3136,0	1496,3403,0	Land's End 1330	6			COINS=800			-1	INHERITED	skretzo:charter_ships.tsv
BASELINE	1743,3136,0	1514,2971,0	Sunset Coast 1330	6			COINS=250			-1	INHERITED	skretzo:charter_ships.tsv
BASELINE	1743,3136,0	1747,3136,1	Cross Gangplank 50734	3						-1	INHERITED	skretzo:transports.tsv
BASELINE	1743,3136,0	1808,3679,0	Port Piscarilius 1330	6			COINS=1000			-1	INHERITED	skretzo:charter_ships.tsv
BASELINE	1743,3136,0	2142,3122,0	Port Tyras 1330	6		Regicide	COINS=3200			-1	INHERITED	skretzo:charter_ships.tsv
BASELINE	1743,3136,0	2157,3330,0	Prifddinas 1330	6		Song of the Elves	COINS=1700			-1	INHERITED	skretzo:charter_ships.tsv
BASELINE	1743,3136,0	2589,2851,0	Corsair Cove 1330	6			COINS=2000			-1	INHERITED	skretzo:charter_ships.tsv
BASELINE	1743,3136,0	2674,3144,0	Port Khazard 1330	6			COINS=2200			-1	INHERITED	skretzo:charter_ships.tsv
BASELINE	1743,3136,0	2760,3238,0	Brimhaven 1330	6			COINS=2400			-1	INHERITED	skretzo:charter_ships.tsv
BASELINE	1743,3136,0	2792,3414,0	Catherby 1330	6			COINS=2400			-1	INHERITED	skretzo:charter_ships.tsv
BASELINE	1743,3136,0	2954,3158,0	Musa Point 1330	6			COINS=2900			-1	INHERITED	skretzo:charter_ships.tsv
BASELINE	1743,3136,0	3001,3032,0	Shipyard 1330	6		The Grand Tree	COINS=3000			-1	INHERITED	skretzo:charter_ships.tsv
BASELINE	1743,3136,0	3038,3192,0	Port Sarim 1330	6			COINS=3000			-1	INHERITED	skretzo:charter_ships.tsv
BASELINE	1743,3136,0	3671,2931,0	Mos Le'Harmless 1330	6		Cabin Fever	COINS=2300			-1	INHERITED	skretzo:charter_ships.tsv
BASELINE	1743,3136,0	3702,3503,0	Port Phasmatys 1330	6		Priest in Peril	COINS=4400			-1	INHERITED	skretzo:charter_ships.tsv
BASELINE	1747,3136,1	1743,3136,0	Cross Gangplank 50735	3						-1	INHERITED	skretzo:transports.tsv
BASELINE	1758,4958,0	3258,3452,0	Walk-up Stairs 24427	1						-1	INHERITED	skretzo:transports.tsv
BASELINE	1759,3710,0	1218,3737,0	2: Farming Guild 28835	5			COINS=20	7796<11		-1	INHERITED	skretzo:minecarts.tsv
